2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 14:31:33.407 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":5,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 14:31:33.418 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:31:33.455 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=6541732, totalValid=97.5000
2026-02-07 14:31:34.244 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=8083892, totalValid=10.0000
2026-02-07 14:31:34.719 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 14:31:34.720 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 14:31:34.810 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 14:31:34.811 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482414592735748096, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 14:31:34.833 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":6,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 14:31:34.877 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:31:35.082 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=6541732, totalValid=97.5000
2026-02-07 14:31:35.090 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=8083892, totalValid=10.0000
2026-02-07 14:31:35.092 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 14:31:35.092 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 14:31:35.108 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 14:31:35.108 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482414592735748096, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 14:31:35.116 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":7,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 14:31:35.143 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:31:35.173 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=6541732, totalValid=97.5000
2026-02-07 14:31:35.180 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=8083892, totalValid=10.0000
2026-02-07 14:31:35.181 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 14:31:35.181 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 14:31:35.195 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 14:31:35.195 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482414592735748096, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 14:31:35.198 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":8,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 14:31:35.219 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:31:35.260 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=6541732, totalValid=97.5000
2026-02-07 14:31:35.266 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=8083892, totalValid=10.0000
2026-02-07 14:31:35.267 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 14:31:35.267 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 14:31:35.279 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 14:31:35.279 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482414592735748096, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 14:31:35.281 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":9,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 14:31:35.295 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:31:35.337 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=6541732, totalValid=97.5000
2026-02-07 14:31:35.344 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - 统计佣金-直属方案为空 agentId=8083892, totalValid=10.0000
2026-02-07 14:31:35.345 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 14:31:35.345 [XNIO-1 task-2][TID: N/A][trace:482414592735748096] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 14:33:07.112 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Commencing graceful shutdown. Waiting for active requests to complete
2026-02-07 14:33:07.150 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Graceful shutdown complete
2026-02-07 14:33:07.150 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  io.undertow - stopping server: Undertow - 2.3.3.Final
2026-02-07 14:33:07.303 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2026-02-07 14:33:07.768 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registering from Nacos Server now...
2026-02-07 14:33:07.777 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registration finished.
2026-02-07 14:33:07.842 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Shutdown initiated...
2026-02-07 14:33:07.845 [SpringApplicationShutdownHook][TID: N/A][trace:] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Shutdown completed.
2026-02-07 14:33:39.185 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 14:33:39.224 [restartedMain][TID: N/A][trace:] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-02-07 14:33:44.552 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[agent-biz] & group[feng]
2026-02-07 14:33:44.763 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[agent-biz-feng.yml] & group[feng]
2026-02-07 14:33:44.764 [restartedMain][TID: N/A][trace:] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-agent-biz-feng.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-agent-biz.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-agent-biz,feng'}, BootstrapPropertySource {name='bootstrapProperties-common-config.yml,feng'}]
2026-02-07 14:33:44.788 [restartedMain][TID: N/A][trace:] INFO  c.c.baowang.agent.AgentApplication - The following 1 profile is active: "feng"
2026-02-07 14:33:49.140 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-02-07 14:33:49.142 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-02-07 14:33:49.177 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24 ms. Found 0 Redis repository interfaces.
2026-02-07 14:33:50.760 [restartedMain][TID: N/A][trace:] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9d4abe9e-d04b-3a48-85f1-0fdecb3d1d6d
2026-02-07 14:33:52.717 [restartedMain][TID: N/A][trace:] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2026-02-07 14:33:52.719 [restartedMain][TID: N/A][trace:] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 7917 ms
2026-02-07 14:33:53.125 [restartedMain][TID: N/A][trace:] WARN  c.b.m.c.injector.DefaultSqlInjector - class com.cloud.baowang.agent.po.AgentClosurePO ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2026-02-07 14:34:01.246 [restartedMain][TID: N/A][trace:] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
2026-02-07 14:34:01.271 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:01.548 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:01.585 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:01.618 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:01.728 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.187 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.207 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.248 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.280 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.324 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.361 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.394 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.442 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.466 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.642 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.717 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.776 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.825 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:03.850 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:04.532 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.188 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.251 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.281 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.317 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.354 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.380 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.398 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.431 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.545 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.618 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.651 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.719 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.809 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.887 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.906 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.924 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.942 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.969 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:05.988 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:06.011 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:07.412 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:07.436 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:07.517 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:07.718 [restartedMain][TID: N/A][trace:] INFO  org.redisson.Version - Redisson 3.18.1
2026-02-07 14:34:08.018 [restartedMain][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - Redis cluster nodes configuration got from 192.168.29.52/192.168.29.52:7001:
eaa6e306c2f73064e3ed6981c7de08fb588d668b 192.168.29.52:7004@17004 slave c556b585d1b49937a928158a7942ef5dd00d9ec1 0 1770449648052 3 connected
c556b585d1b49937a928158a7942ef5dd00d9ec1 192.168.29.52:7003@17003 master - 0 1770449646033 3 connected 10923-16383
35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 192.168.29.52:7002@17002 master - 0 1770449646539 2 connected 5461-10922
ded2b7f828bb9358197917d20bc81f1d6fc82568 192.168.29.52:7001@17001 myself,master - 0 0 1 connected 0-5460
6b3429b6c882cacf61bb9a45d5a2e0a451cf137e 192.168.29.52:7006@17006 slave 35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 0 1770449647548 2 connected
df947aa0c748eb3be4bd9ab25fae5896b3d582c8 192.168.29.52:7005@17005 slave ded2b7f828bb9358197917d20bc81f1d6fc82568 0 1770449647045 1 connected

2026-02-07 14:34:08.030 [redisson-netty-2-12][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 14:34:08.030 [redisson-netty-2-11][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 14:34:08.037 [redisson-netty-2-18][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 14:34:08.039 [redisson-netty-2-16][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 14:34:08.039 [redisson-netty-2-17][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 14:34:08.041 [redisson-netty-2-19][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 14:34:08.043 [redisson-netty-2-4][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 14:34:08.044 [redisson-netty-2-24][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 14:34:08.045 [redisson-netty-2-5][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 14:34:08.045 [redisson-netty-2-25][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7005] added for slot ranges: [[0-5460]]
2026-02-07 14:34:08.045 [redisson-netty-2-25][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7001 added for slot ranges: [[0-5460]]
2026-02-07 14:34:08.045 [redisson-netty-2-25][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 14:34:08.046 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7006] added for slot ranges: [[5461-10922]]
2026-02-07 14:34:08.046 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7002 added for slot ranges: [[5461-10922]]
2026-02-07 14:34:08.047 [redisson-netty-2-26][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 14:34:08.047 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7004] added for slot ranges: [[10923-16383]]
